PXD ID	Country	Curator
PXD006289	USA	andrew/gerhard
PXD006290	USA	andrew/gerhard
PXD006291	Sweden	andrew
PXD006292	Sweden	andrew
PXD006293	USA	andrew
PXD006294	Germany	andrew
PXD006295	Malaysia	andrew
PXD006296	China	andrew
PXD006297	Taiwan	andrew
PXD006298	Austria	andrew
PXD006299	Denmark	andrew
PXD006300	Netherlands	andrew
PXD006301	Sweden	andrew
PXD006302	Germany	andrew
PXD006308	Spain	andrew
PXD006309	Spain	andrew
PXD006310	Korea	andrew
PXD006311	Slovenia	andrew/deepti
PXD006312	USA	attila
PXD006313	Republic of Korea	attila
PXD006314	South Africa	attila
PXD006316	USA	attila
PXD006317	UK	attila
PXD006318	UK	attila
PXD006319	China	attila
PXD006320	USA	attila
PXD006321	Brazil	attila
PXD006322	UK	attila
PXD006323	Canada	attila
PXD006324	China	attila
PXD006325	USA	attila
PXD006326	USA	attila/gerhard
PXD006327	Hong Kong	attila
PXD006328	Germany	gerhard
PXD006329	Portugal	gerhard
PXD006330	USA	attila
PXD006331	China	attila
PXD006332	South Africa	attila
PXD006333	Singapore	attila
PXD006334	China	attila
PXD006335	Netherlands	attila
PXD006336	UK	attila
PXD006337	Taiwan	attila
PXD006338	USA	andrew
PXD006339	USA	attila
PXD006340	USA	attila
PXD006341	Australia	attila
PXD006342	Taiwan	attila
PXD006343	Canada	attila
PXD006344	Australia	attila
PXD006347	Germany	gerhard
PXD006348	Germany	gerhard
PXD006349	Norway	andrew
PXD006350	China	andrew
PXD006351	Spain	andrew/gerhard
PXD006352	USA	andrew
PXD006353	UK	andrew
PXD006354	France	andrew
PXD006356	Germany	gerhard
PXD006358	Netherlands	attila
PXD006359	Taiwan	attila
PXD006360	UK	attila/gerhard/gerhard
PXD006361	Denmark	gerhard
PXD006362	China	gerhard
PXD006363	UK	attila
PXD006364	India	attila
PXD006365	Australia	attila
PXD006366	Canada	attila
PXD006367	Germany	gerhard
PXD006371	Thailand	gerhard/gerhard
PXD006372	UK	attila
PXD006373	UK	attila
PXD006374	France	attila
PXD006375	Belgium	attila
PXD006376	Poland	attila
PXD006377	Spain	attila
PXD006378	Canada	attila
PXD006379	USA	attila
PXD006380	China	attila
PXD006381	USA	attila
PXD006382	Switzerland	gerhard
PXD006383	Canada	attila/gerhard
PXD006384	USA	attila
PXD006385	Belgium	attila/gerhard
PXD006386	China	attila
PXD006387	France	attila
PXD006388	France	attila
PXD006389	China	gerhard
PXD006390	Denmark	gerhard
PXD006391	UK	gerhard
PXD006392	Sweden	gerhard
PXD006393	Spain	gerhard
PXD006394	Canada	attila
PXD006395	USA	attila/attila
PXD006396	Germany	attila
PXD006397	Belgium	attila
PXD006400	China	gerhard
PXD006401	Germany	gerhard
PXD006402	Germany	gerhard
PXD006403	USA	andrew
PXD006404	Denmark	andrew
PXD006405	USA	andrew
PXD006406	USA	andrew/gerhard
PXD006407	China	andrew
PXD006408	China	andrew
PXD006409	Germany	gerhard/gerhard
PXD006410	Spain	gerhard
PXD006412	Germany	gerhard
PXD006413	Germany	gerhard
PXD006414	Netherlands	attila
PXD006415	Republic of Korea	attila
PXD006416	USA	attila
PXD006417	USA	attila
PXD006418	UK	attila
PXD006419	Sweden	attila
PXD006420	USA	gerhard
PXD006421	Russia	gerhard
PXD006422	China	attila
PXD006423	China	attila
PXD006424	USA	attila
PXD006425	Pakistan	attila
PXD006426	Germany	gerhard
PXD006427	USA	attila
PXD006428	USA	gerhard/gerhard
PXD006429	Sweden	gerhard
PXD006430	Sweden	attila
PXD006431	UK	attila
PXD006432	Czech Republic	attila
PXD006433	Russia	attila
PXD006434	Germany	attila
PXD006435	Switzerland	gerhard/gerhard
PXD006436	Spain	attila
PXD006437	China	gerhard
PXD006438	South Africa	gerhard
PXD006439	Netherlands	attila/gerhard
PXD006440	USA	attila
PXD006441	India	attila
PXD006442	Germany	gerhard
PXD006443	Denmark	attila
PXD006444	France	attila
PXD006445	India	attila
PXD006446	Finland	gerhard
PXD006447	USA	gerhard
PXD006448	China	gerhard
PXD006449	Israel	attila
PXD006450	UK	gerhard
PXD006451	Germany	gerhard
PXD006452	Germany	gerhard
PXD006453	Germany	gerhard
PXD006454	USA	gerhard
PXD006455	Australia	gerhard
PXD006456	UK	gerhard
PXD006457	Germany	gerhard
PXD006458	Norway	gerhard/gerhard
PXD006459	UK	gerhard
PXD006460	USA	gerhard
PXD006461	USA	gerhard
PXD006462	India	attila
PXD006463	China	gerhard
PXD006464	China	attila
PXD006465	China	attila
PXD006466	UK	gerhard
PXD006467	UK	gerhard
PXD006468	USA	gerhard/deepti/gerhard
PXD006469	USA	gerhard
PXD006470	Germany	gerhard
PXD006471	China	gerhard
PXD006472	USA	gerhard/gerhard
PXD006473	South Africa	gerhard/gerhard/andrew
PXD006474	UK	gerhard
PXD006475	Germany	gerhard
PXD006476	USA	gerhard
PXD006477	Germany	gerhard
PXD006478	Belgium	gerhard
PXD006479	USA	gerhard
PXD006480	USA	gerhard
PXD006481	Australia	gerhard
PXD006482	China	gerhard
PXD006483	Germany	gerhard/gerhard
PXD006484	Netherlands	gerhard
PXD006486	Netherlands	gerhard/gerhard
PXD006487	Sweden	gerhard
PXD006488	Canada	gerhard
PXD006489	USA	gerhard
PXD006490	China	gerhard
PXD006491	China	gerhard
PXD006492	China	gerhard
PXD006494	Denmark	gerhard
PXD006496	UK	gerhard
PXD006497	UK	gerhard
PXD006498	Netherlands	gerhard
PXD006499	Canada	gerhard
PXD006500	UK	gerhard
PXD006501	Australia	gerhard/gerhard
PXD006502	USA	gerhard
PXD006503	Belgium	gerhard
PXD006504	USA	gerhard
PXD006505	USA	gerhard
PXD006506	USA	gerhard
PXD006507	USA	gerhard
PXD006508	USA	gerhard
PXD006509	India	gerhard
PXD006510	Germany	gerhard
PXD006511	Australia	gerhard
PXD006512	China	gerhard/gerhard
PXD006513	Italy	attila
PXD006514	USA	attila
PXD006515	Australia	attila
PXD006516	USA	attila
PXD006517	Germany	gerhard
PXD006518	China	attila
PXD006519	Norway	attila
PXD006520	China	attila
PXD006522	Germany	gerhard
PXD006523	USA	attila
PXD006524	China	attila/andrew
PXD006525	China	gerhard
PXD006526	China	gerhard
PXD006527	Australia	gerhard
PXD006528	Belgium	attila
PXD006530	Canada	attila
PXD006531	Germany	gerhard
PXD006532	USA	attila/gerhard
PXD006533	Austria	gerhard/gerhard
PXD006534	Spain	attila
PXD006535	UK	attila
PXD006536	USA	attila
PXD006537	USA	attila
PXD006538	Norway	attila
PXD006539	UK	attila
PXD006540	Netherlands	attila
PXD006541	USA	attila
PXD006542	Singapore	attila/attila
PXD006543	Switzerland	gerhard/gerhard
PXD006544	Austria	gerhard
PXD006545	France	gerhard
PXD006546	Germany	gerhard
PXD006547	USA	andrew
PXD006548	China	andrew
PXD006549	China	andrew
PXD006550	Poland	andrew
PXD006551	Italy	andrew
PXD006552	USA	andrew
PXD006553	UK	attila
PXD006554	China	attila/gerhard
PXD006555	France	attila
PXD006556	South Korea	gerhard
PXD006557	Canada	attila
PXD006558	South Korea	gerhard
PXD006559	Sweden	attila
PXD006561	USA	attila
PXD006562	Finland	attila/gerhard
PXD006563	Finland	attila
PXD006566	China	gerhard
PXD006567	USA	attila
PXD006568	USA	attila
PXD006569	Netherlands	attila
PXD006570	Austria	gerhard
PXD006571	Austria	gerhard
PXD006572	Austria	gerhard
PXD006573	Germany	gerhard
PXD006574	Brazil	attila/gerhard
PXD006575	Netherlands	attila
PXD006576	Austria	gerhard
PXD006577	Netherlands	attila
PXD006578	Austria	gerhard
PXD006579	Denmark	gerhard
PXD006580	USA	attila
PXD006581	USA	attila
PXD006582	Denmark	attila
PXD006583	Greece	attila
PXD006584	Greece	attila
PXD006587	USA	attila
PXD006588	France	attila/andrew
PXD006589	Austria	attila
PXD006590	Austria	attila
PXD006591	Austria	attila
PXD006592	Italy	attila
PXD006593	Germany	gerhard
PXD006594	Germany	gerhard
PXD006595	Germany	gerhard
PXD006596	Germany	gerhard
PXD006597	Canada	gerhard
PXD006598	UK	gerhard
PXD006599	China	gerhard
PXD006600	China	gerhard
PXD006601	China	gerhard
PXD006602	China	gerhard
PXD006603	UK	gerhard
PXD006604	China	gerhard
PXD006605	Luxembourg	gerhard
PXD006606	Spain	gerhard
PXD006607	France	gerhard
PXD006609	China	gerhard
PXD006610	Norway	gerhard
PXD006611	China	gerhard
PXD006612	China	gerhard
PXD006613	Canada	gerhard
PXD006614	South Korea	gerhard
PXD006615	Netherlands	gerhard
PXD006616	Netherlands	gerhard
PXD006617	Austria	gerhard
PXD006618	Netherlands	gerhard
PXD006620	Germany	gerhard
PXD006621	China	gerhard
PXD006622	Canada	gerhard
PXD006624	Australia	gerhard
PXD006625	Switzerland	andrew
PXD006626	Germany	gerhard
PXD006630	Norway	gerhard/gerhard
PXD006631	Belgium	gerhard
PXD006632	USA	gerhard
PXD006633	USA	gerhard/gerhard
PXD006634	USA	gerhard
PXD006635	Australia	gerhard
PXD006637	Germany	gerhard/gerhard
PXD006638	Belgium	gerhard
PXD006639	USA	gerhard
PXD006640	Singapore	gerhard
PXD006641	China	gerhard
PXD006642	Poland	gerhard
PXD006643	China	gerhard
PXD006644	Poland	gerhard/gerhard
PXD006645	UK	gerhard
PXD006646	UK	gerhard
PXD006647	Sweden	gerhard
PXD006648	UK	gerhard
PXD006649	Canada	gerhard
PXD006650	Spain	gerhard
PXD006651	Germany	attila
PXD006652	Germany	attila
PXD006653	South Korea	attila
PXD006654	China	attila
PXD006655	China	attila
PXD006656	Spain	attila
PXD006657	China	attila
PXD006658	Germany	gerhard
PXD006659	China	attila
PXD006660	Germany	gerhard/gerhard
PXD006661	New Zealand	attila
PXD006662	Spain	gerhard
PXD006663	Denmark	attila
PXD006664	China	attila
PXD006665	Denmark	attila
PXD006671	China	gerhard
PXD006672	India	attila
PXD006673	UK	attila
PXD006674	Switzerland	gerhard
PXD006675	Germany	gerhard/gerhard
PXD006676	Denmark	gerhard
PXD006677	India	attila
PXD006678	USA	attila
PXD006679	Denmark	attila
PXD006680	China	attila
PXD006682	Germany	gerhard
PXD006683	USA	attila
PXD006684	China	gerhard
PXD006685	China	gerhard
PXD006686	USA	attila
PXD006687	USA	attila
PXD006688	USA	attila/gerhard
PXD006689	USA	attila
PXD006690	Canada	attila
PXD006691	Germany	gerhard/gerhard
PXD006692	Italy	attila
PXD006693	UK	attila
PXD006695	Germany	gerhard
PXD006696	Germany	gerhard
PXD006697	USA	attila
PXD006698	India	attila
PXD006699	USA	attila
PXD006700	Germany	gerhard/gerhard
PXD006701	Ireland	attila
PXD006702	USA	attila
PXD006703	USA	attila
PXD006704	Italy	attila
PXD006705	India	attila
PXD006706	Netherlands	attila
PXD006707	Switzerland	gerhard
PXD006708	Germany	gerhard
PXD006709	China	attila
PXD006710	China	attila
PXD006711	Poland	attila
PXD006712	Netherlands	attila
PXD006713	China	gerhard
PXD006714	China	gerhard
PXD006715	Switzerland	gerhard
PXD006716	Czech Republic	attila
PXD006717	USA	attila
PXD006718	China	attila
PXD006719	Sweden	attila
PXD006720	Norway	attila
PXD006722	USA	attila/gerhard
PXD006723	Canada	attila
PXD006725	Australia	attila
PXD006726	USA	attila
PXD006727	Czech Republic	andrew
PXD006728	Czech Republic	andrew
PXD006729	Czech Republic	andrew
PXD006730	Spain	andrew
PXD006731	China	andrew/gerhard
PXD006732	USA	andrew
PXD006733	Czech Republic	andrew
PXD006734	Sweden	andrew
PXD006735	USA	andrew
PXD006736	USA	attila
PXD006737	USA	attila
PXD006738	Netherlands	attila/gerhard/gerhard
PXD006739	USA	attila
PXD006740	China	attila/attila
PXD006741	UK	attila
PXD006742	Australia	attila
PXD006743	India	attila
PXD006744	Netherlands	attila
PXD006745	Germany	gerhard
PXD006746	Czech Republic	andrew/attila
PXD006747	USA	attila
PXD006749	Denmark	attila
PXD006750	Netherlands	attila
PXD006751	Germany	gerhard
PXD006752	Germany	gerhard
PXD006753	USA	attila
PXD006754	USA	attila
PXD006755	China	attila
PXD006756	UK	gerhard
PXD006757	USA	attila
PXD006758	USA	attila
PXD006759	Czech Republic	attila
PXD006760	Germany	gerhard/gerhard/gerhard
PXD006761	Czech Republic	attila/attila
PXD006762	USA	attila
PXD006763	China	attila
PXD006764	USA	attila
PXD006765	China	attila
PXD006766	Netherlands	andrew
PXD006767	USA	attila
PXD006768	Russia	gerhard
PXD006769	USA	attila
PXD006770	Sweden	attila/attila
PXD006772	Slovakia	gerhard
PXD006773	China	gerhard/gerhard
PXD006774	Netherlands	attila
PXD006775	Finland	attila
PXD006776	Austria	gerhard
PXD006777	Czech Republic	attila
PXD006778	China	attila
PXD006779	France	attila
PXD006780	China	attila
PXD006781	Switzerland	gerhard
PXD006785	Austria	gerhard/gerhard
PXD006786	China	gerhard
PXD006787	USA	gerhard/deepti/deepti
PXD006788	Denmark	gerhard/attila
PXD006789	China	gerhard
PXD006790	Poland	gerhard
PXD006791	Taiwan	gerhard
PXD006792	Australia	gerhard
PXD006797	Switzerland	gerhard
PXD006798	Brazil	attila/attila
PXD006799	Canada	attila/gerhard
PXD006800	France	attila
PXD006801	Netherlands	attila
PXD006802	Portugal	attila
PXD006803	Portugal	attila
PXD006804	Germany	attila
PXD006805	South Korea	attila
PXD006806	France	attila
PXD006807	France	gerhard
PXD006808	Canada	attila
PXD006809	Canada	attila
PXD006810	Australia	attila
PXD006811	UK	attila/gerhard
PXD006812	Germany	gerhard
PXD006813	Portugal	attila
PXD006814	Germany	gerhard
PXD006815	Germany	gerhard
PXD006816	Netherlands	gerhard
PXD006817	USA	gerhard
PXD006818	Belgium	attila/deepti
PXD006819	Belgium	attila
PXD006820	Italy	attila/attila
PXD006821	Spain	attila
PXD006822	Germany	gerhard
PXD006823	China	gerhard
PXD006824	Luxembourg	gerhard
PXD006825	Spain	attila
PXD006826	Australia	attila
PXD006827	Germany	gerhard
PXD006828	Czech Republic	attila/andrew
PXD006829	South Korea	attila
PXD006830	China	attila
PXD006831	Poland	attila/andrew
PXD006832	Germany	gerhard
PXD006833	China	gerhard
PXD006834	Switzerland	gerhard
PXD006835	Denmark	gerhard
PXD006836	France	gerhard/gerhard
PXD006837	France	gerhard
PXD006838	France	gerhard/gerhard
PXD006839	USA	gerhard
PXD006840	France	gerhard
PXD006841	China	gerhard
PXD006842	China	gerhard
PXD006846	UK	gerhard
PXD006847	USA	gerhard/gerhard
PXD006848	Germany	gerhard
PXD006849	UK	gerhard
PXD006850	France	gerhard/gerhard
PXD006851	South Korea	gerhard
PXD006852	USA	attila
PXD006853	China	attila
PXD006854	China	attila
PXD006855	China	attila
PXD006856	Belgium	attila
PXD006857	Spain	gerhard
PXD006858	Greece	gerhard
PXD006863	Austria	gerhard/gerhard
PXD006864	China	attila
PXD006865	Netherlands	attila
PXD006866	Australia	attila
PXD006867	Germany	attila/gerhard
PXD006868	UK	attila
PXD006869	China	attila
PXD006870	Italy	attila
PXD006871	Switzerland	gerhard
PXD006872	China	gerhard
PXD006873	Austria	gerhard
PXD006874	France	attila/andrew
PXD006875	USA	attila
PXD006876	Sweden	attila
PXD006877	USA	attila
PXD006878	Australia	attila
PXD006879	Ireland	attila
PXD006880	Germany	gerhard
PXD006881	France	gerhard
PXD006882	France	attila
PXD006883	China	gerhard
PXD006884	Germany	gerhard
PXD006886	Germany	gerhard
PXD006887	Germany	gerhard
PXD006888	France	attila
PXD006889	Greece	attila
PXD006890	China	attila
PXD006891	Australia	attila/gerhard
PXD006892	Netherlands	attila
PXD006893	China	gerhard
PXD006894	Switzerland	gerhard
PXD006895	Sweden	attila
PXD006896	Germany	gerhard
PXD006897	Germany	gerhard
PXD006898	USA	attila
PXD006899	Netherlands	attila
PXD006900	Belgium	attila
PXD006901	USA	attila
PXD006903	Germany	gerhard
PXD006904	Switzerland	gerhard
PXD006905	USA	gerhard/andrew
PXD006906	India	gerhard
PXD006907	USA	gerhard
PXD006908	France	gerhard
PXD006909	UK	gerhard
PXD006910	Germany	gerhard
PXD006911	China	gerhard
PXD006912	South Korea	gerhard
PXD006913	South Korea	gerhard
PXD006914	Germany	gerhard
PXD006915	Norway	gerhard
PXD006916	UK	gerhard
PXD006920	USA	gerhard/gerhard
PXD006921	Germany	gerhard/deepti
PXD006922	Singapore	gerhard/gerhard/deepti/attila
PXD006923	Norway	gerhard
PXD006925	UK	andrew
PXD006926	USA	gerhard
PXD006927	China	gerhard
PXD006928	USA	gerhard
PXD006929	China	gerhard
PXD006930	China	gerhard
PXD006931	USA	gerhard/gerhard
PXD006932	Denmark	gerhard
PXD006933	Italy	andrew
PXD006934	Netherlands	andrew
PXD006935	UK	andrew
PXD006938	USA	gerhard
PXD006939	Switzerland	gerhard/gerhard
PXD006988	Germany	gerhard
PXD006989	South Korea	gerhard
PXD006990	USA	gerhard
PXD006991	China	gerhard
PXD006992	Singapore	andrew
PXD006993	USA	andrew/gerhard
PXD006994	Canada	gerhard
PXD006995	Luxembourg	gerhard
PXD006996	France	gerhard
PXD006997	Italy	gerhard
PXD006998	Brazil	gerhard
PXD006999	UK	gerhard
PXD007000	Spain	gerhard/gerhard
PXD007001	USA	gerhard
PXD007034	Czech Republic	gerhard/gerhard
PXD007035	Belgium	gerhard
PXD007036	Taiwan	gerhard
PXD007037	Canada	gerhard
PXD007038	Switzerland	attila/gerhard
PXD007039	Germany	attila
PXD007040	Germany	attila
PXD007041	China	attila
PXD007042	USA	attila
PXD007043	Germany	gerhard
PXD007044	UK	gerhard
PXD007045	China	gerhard
PXD007048	Germany	gerhard/gerhard/gerhard
PXD007050	Taiwan	gerhard
PXD007051	Singapore	gerhard
PXD007052	Germany	gerhard
PXD007054	USA	attila
PXD007055	Netherlands	attila
PXD007056	Italy	attila/gerhard
PXD007057	Belgium	attila
PXD007058	UK	attila
PXD007059	Germany	attila
PXD007060	UK	attila
PXD007062	UK	attila
PXD007063	China	attila
PXD007065	USA	attila
PXD007066	USA	attila
PXD007068	UK	attila
PXD007070	India	gerhard
PXD007071	Australia	gerhard
PXD007072	Australia	attila
PXD007073	UK	gerhard
PXD007075	Germany	gerhard
PXD007076	USA	attila
PXD007077	Ireland	attila/deepti
PXD007078	Germany	gerhard
PXD007079	Germany	gerhard
PXD007080	Germany	attila
PXD007081	Germany	gerhard
PXD007082	Germany	gerhard
PXD007083	Australia	attila
PXD007084	India	gerhard
PXD007085	USA	attila
PXD007086	USA	attila
PXD007087	Belgium	attila
PXD007088	USA	gerhard
PXD007089	Japan	gerhard
PXD007090	Japan	gerhard
PXD007091	China	gerhard
PXD007092	Germany	gerhard
PXD007093	Germany	gerhard
PXD007094	USA	gerhard/gerhard
PXD007095	China	gerhard
PXD007096	Spain	andrew
PXD007097	Australia	andrew
PXD007098	Australia	andrew
PXD007099	Netherlands	andrew
PXD007100	UK	andrew
PXD007101	Netherlands	andrew
PXD007102	Switzerland	gerhard
PXD007103	USA	andrew/gerhard
PXD007104	India	gerhard
PXD007105	Switzerland	attila
PXD007106	Germany	attila
PXD007107	USA	attila
PXD007108	India	attila
PXD007109	India	attila
PXD007110	China	attila
PXD007111	China	attila
PXD007112	China	attila
PXD007113	Germany	attila
PXD007114	Spain	attila
PXD007115	UK	attila/attila
PXD007116	UK	attila
PXD007117	China	attila
PXD007118	South Korea	attila
PXD007119	USA	attila
PXD007120	Germany	attila
PXD007121	Taiwan	attila
PXD007122	China	attila
PXD007123	China	attila
PXD007124	Switzerland	attila
PXD007125	UK	andrew
PXD007126	Switzerland	attila
PXD007127	India	attila
PXD007128	France	attila
PXD007129	Austria	attila/gerhard
PXD007130	Portugal	attila
PXD007131	USA	attila
PXD007132	Netherlands	attila/attila
PXD007133	Japan	attila/attila
PXD007134	Australia	attila
PXD007135	Tasmania	attila
PXD007136	Germany	attila
PXD007137	USA	tobias/attila
PXD007138	Switzerland	attila
PXD007139	Germany	attila
PXD007140	Germany	attila
PXD007143	Taiwan	andrew
PXD007144	Germany	andrew
PXD007145	Denmark	andrew/gerhard
PXD007146	Germany	andrew
PXD007147	Switzerland	attila
PXD007148	Germany	andrew
PXD007149	China	andrew
PXD007150	USA	andrew
PXD007151	India	andrew
PXD007153	China	andrew
PXD007154	Netherlands	andrew/andrew
PXD007155	Germany	andrew
PXD007156	USA	andrew
PXD007157	China	andrew
PXD007158	Germany	andrew
PXD007159	France	andrew/attila/gerhard/deepti
PXD007160	USA	andrew
PXD007161	China	andrew
PXD007162	Canada	andrew
PXD007163	USA	andrew
PXD007164	USA	andrew
PXD007165	Germany	andrew/andrew/attila/gerhard/gerhard
PXD007167	Germany	andrew
PXD007168	Canada	andrew
PXD007169	Spain	andrew
PXD007170	Italy	andrew/andrew
PXD007171	Germany	andrew
PXD007172	USA	andrew
PXD007173	Denmark	andrew
PXD007174	China	andrew
PXD007175	Germany	andrew
PXD007176	Australia	andrew
PXD007177	USA	andrew
PXD007178	UK	andrew
PXD007180	Germany	andrew
PXD007182	Australia	andrew
PXD007183	Australia	andrew
PXD007184	Germany	andrew
PXD007185	Switzerland	andrew
PXD007186	Germany	andrew/gerhard
PXD007188	USA	andrew/deepti
PXD007189	Netherlands	andrew
PXD007190	China	andrew
PXD007191	Australia	andrew
PXD007192	Germany	andrew
PXD007193	Norway	andrew
PXD007194	Spain	andrew
PXD007195	Switzerland	andrew/gerhard
PXD007196	China	andrew
PXD007198	Italy	andrew
PXD007203	Germany	gerhard
PXD007204	Germany	gerhard/deepti
PXD007205	China	gerhard
PXD007206	India	andrew
PXD007207	UK	andrew
PXD007208	India	andrew
PXD007209	Sweden	andrew
PXD007210	Sweden	andrew
PXD007211	USA	gerhard
PXD007214	Germany	gerhard/andrew
PXD007215	Switzerland	gerhard
PXD007216	Switzerland	gerhard
PXD007217	China	gerhard/gerhard
PXD007219	USA	andrew
PXD007220	Germany	andrew
PXD007221	USA	andrew
PXD007223	Austria	gerhard
PXD007224	Singapore	andrew
PXD007225	USA	gerhard/gerhard
PXD007226	France	andrew
PXD007227	China	gerhard
PXD007228	India	gerhard
PXD007229	China	andrew
PXD007230	UK	andrew
PXD007231	UK	andrew/attila
PXD007232	Brazil	andrew
PXD007233	Australia	andrew/andrew
PXD007234	Australia	andrew
PXD007235	Italy	andrew/andrew
PXD007236	UK	andrew
PXD007237	Netherlands	andrew
PXD007238	Canada	andrew
PXD007239	USA	andrew
PXD007241	Germany	gerhard
PXD007242	Germany	gerhard
PXD007243	China	andrew
PXD007244	France	attila
PXD007245	Denmark	attila
PXD007246	Denmark	attila
PXD007246	Denmark	attila
PXD007249	Finland	gerhard
PXD007250	Germany	gerhard
PXD007251	Malaysia	andrew/gerhard
PXD007252	Italy	gerhard
PXD007253	Netherlands	andrew/attila
PXD007254	USA	andrew
PXD007255	UK	andrew
PXD007256	India	andrew/gerhard
PXD007257	Poland	andrew
PXD007258	USA	andrew
PXD007259	Germany	gerhard
PXD007260	Switzerland	gerhard
PXD007261	USA	attila
PXD007262	USA	attila
PXD007263	Israel	attila/attila
PXD007264	China	attila
PXD007265	Brazil	attila
PXD007266	China	attila
PXD007267	UK	attila
PXD007268	UK	attila
PXD007270	Germany	gerhard
PXD007271	Germany	gerhard
PXD007273	USA	attila
PXD007274	India	attila/attila
PXD007275	Switzerland	gerhard
PXD007276	USA	gerhard
PXD007277	UK	attila/andrew/attila/andrew
PXD007278	Germany	gerhard/andrew
PXD007279	Switzerland	gerhard
PXD007280	USA	attila
PXD007281	Australia	attila
PXD007282	Germany	gerhard
PXD007283	UK	attila
PXD007284	Switzerland	gerhard/andrew
PXD007285	Australia	attila
PXD007286	Australia	attila
PXD007287	USA	attila
PXD007288	Canada	gerhard
PXD007289	Taiwan	andrew
PXD007510	USA	gerhard
PXD007511	USA	gerhard
PXD007512	South Korea	gerhard
PXD007513	Netherlands	gerhard/gerhard/gerhard/attila
PXD007514	Australia	gerhard
PXD007515	Canada	gerhard/gerhard
PXD007516	Germany	gerhard
PXD007517	Spain	gerhard
PXD007518	China	andrew
PXD007524	Switzerland	gerhard
PXD007525	UK	gerhard
PXD007526	Germany	gerhard
PXD007527	Germany	gerhard
PXD007528	Switzerland	gerhard
PXD007529	China	andrew
PXD007530	Brazil	andrew
PXD007531	India	andrew
PXD007532	Taiwan	andrew
PXD007533	Sweden	andrew
PXD007535	Sweden	gerhard
PXD007536	Taiwan	andrew
PXD007537	Spain	andrew
PXD007538	Netherlands	andrew
PXD007539	Spain	andrew
PXD007542	Germany	gerhard
PXD007543	Ireland	andrew
PXD007544	USA	andrew
PXD007546	Germany	andrew
PXD007547	Germany	andrew/andrew/gerhard
PXD007550	China	gerhard
PXD007551	Spain	gerhard
PXD007552	USA	andrew
PXD007555	Germany	gerhard/gerhard
PXD007556	Germany	gerhard/gerhard
PXD007557	Spain	gerhard
PXD007558	Spain	gerhard
PXD007559	Spain	gerhard
PXD007560	Spain	gerhard
PXD007561	Spain	gerhard
PXD007562	UK	gerhard/andrew/attila
PXD007563	Singapore	gerhard/gerhard
PXD007564	Australia	gerhard/gerhard
PXD007565	Spain	gerhard
PXD007566	Spain	gerhard
PXD007567	Germany	gerhard
PXD007568	Germany	gerhard
PXD007569	Italy	gerhard
PXD007570	USA	gerhard
PXD007571	South Korea	gerhard/andrew
PXD007572	USA	gerhard
PXD007573	China	gerhard
PXD007574	Portugal	gerhard
PXD007575	China	attila/gerhard
PXD007577	Spain	gerhard
PXD007579	Austria	gerhard
PXD007580	Russia	gerhard
PXD007581	Brazil	attila
PXD007582	Italy	andrew/gerhard
PXD007583	France	andrew
PXD007584	UK	attila
PXD007585	UK	attila
PXD007586	China	attila
PXD007587	USA	attila
PXD007588	USA	attila
PXD007589	USA	attila
PXD007590	France	attila
PXD007591	France	attila
PXD007592	Austria	gerhard
PXD007593	USA	gerhard
PXD007594	UK	attila
PXD007595	Italy	attila
PXD007596	Israel	andrew
PXD007597	China	andrew
PXD007598	USA	gerhard/gerhard/andrew
PXD007599	Malaysia	gerhard
PXD007600	Switzerland	gerhard
PXD007601	Netherlands	attila
PXD007610	USA	attila
PXD007611	UK	attila
PXD007612	USA	attila/gerhard/gerhard/deepti
PXD007613	Spain	attila/gerhard
PXD007614	Australia	attila/gerhard
PXD007615	Russia	attila
PXD007616	China	andrew/andrew/deepti
PXD007618	Germany	gerhard
PXD007619	Germany	gerhard
PXD007620	USA	gerhard/gerhard/gerhard
PXD007621	USA	gerhard/gerhard/gerhard
PXD007622	USA	andrew
PXD007623	Canada	andrew/gerhard
PXD007624	Singapore	andrew
PXD007625	Germany	gerhard
PXD007627	USA	andrew
PXD007628	France	andrew
PXD007629	UK	andrew
PXD007630	Germany	gerhard/gerhard
PXD007632	Germany	gerhard
PXD007633	Germany	gerhard
PXD007634	Germany	attila
PXD007635	Germany	attila
PXD007636	Brazil	attila
PXD007637	India	attila
PXD007638	Germany	andrew/attila
PXD007639	USA	attila
PXD007640	Taiwan	attila/attila
PXD007641	China	attila
PXD007642	China	attila
PXD007643	Russia	attila
PXD007644	Italy	attila
PXD007645	Belgium	attila
PXD007646	USA	attila
PXD007647	Sweden	attila
PXD007648	Denmark	attila/attila
PXD007649	UK	attila
PXD007650	France	attila
PXD007651	China	attila
PXD007652	UK	attila
PXD007653	Germany	gerhard
PXD007654	Germany	gerhard
PXD007655	India	attila
PXD007656	Belgium	attila
PXD007657	Canada	attila
PXD007658	Spain	attila
PXD007659	China	attila
PXD007660	France	andrew/gerhard/gerhard
PXD007661	India	attila
PXD007662	Russia	attila
PXD007663	USA	attila/attila
PXD007664	USA	attila
PXD007665	Germany	gerhard
PXD007666	Spain	attila
PXD007667	Australia	attila
PXD007668	Denmark	attila
PXD007669	UK	attila
PXD007670	Italy	attila
PXD007671	USA	attila
PXD007672	Spain	attila
PXD007673	USA	attila
PXD007674	Spain	attila
PXD007675	Denmark	attila
